mag,inj,fat,loss,slat,slon,elat,elon,len,wid,TMAX,TMIN,PRCP,SNOW,tornado_occurrence,AWND,WSFI,WSFM,WSFG,WDFG,WSF1,WSF2,WSF5,WDF1,WDF2,WDF5,WDFI,WDFM,WT03,WT11,ACMH,hour,minute,year,month,day,day_of_week,is_weekend,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,part_of_day_Night,part_of_day_Morning,part_of_day_Afternoon,part_of_day_Evening
1.0,0.0,0.0,50000.0,32.97,-95.57,0.0,0.0,2.0,50.0,18.0,5.6,0.0,0.0,1.0,4.7,12.5,5.4,12.9,90.0,7.2,9.4,11.2,-20.0,-20.0,-20.0,44.99999999999999,90.0,1.0,0.0,10.0,17,45,1978,6,30,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.0,2.0,0.0,375000.0,32.5007,-95.3712,32.7977,-95.1026,25.94,3221.0,20.0,9.9,2.0,0.0,1.0,6.1,13.1,7.6,0.0,0.0,8.0,17.4,11.6,40.000000000000014,-69.99999999999997,-80.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,16,55,2016,4,29,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,3000000.0,31.55,-97.15,31.55,-97.15,2.6,150.0,18.3,12.5,3.0,0.0,1.0,5.1,7.6,7.6,10.8,90.0,8.0,5.8,7.6,40.000000000000014,90.0,-49.99999999999999,68.0,-45.00000000000001,1.0,1.0,60.0,23,45,2006,5,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,33.27,-103.03,33.27,-103.03,0.5,30.0,18.7,11.8,4.0,0.0,1.0,3.7,9.3,7.6,7.2,80.0,8.0,2.7,9.8,40.000000000000014,79.99999999999999,79.99999999999999,68.0,-45.00000000000001,1.0,1.0,0.0,16,50,1998,8,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.95,-98.75,32.95,-98.75,0.1,23.0,19.8,8.7,0.0,0.0,1.0,3.9,9.3,7.6,10.8,210.0,8.0,10.7,13.0,40.000000000000014,-30.00000000000003,-40.00000000000002,68.0,-45.00000000000001,1.0,1.0,100.0,20,50,1997,6,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,33.1,-101.38,0.0,0.0,0.2,40.0,21.2,11.4,0.2,0.0,1.0,2.9,9.3,3.1,7.2,90.0,4.0,9.4,11.2,-20.0,-20.0,-20.0,68.0,45.00000000000001,1.0,1.0,90.0,21,45,1992,5,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,500.0,33.03,-94.2,0.0,0.0,0.2,33.0,25.6,14.2,0.0,0.0,1.0,4.7,4.0,4.9,11.8,50.0,9.4,9.4,11.2,-1.4033418597069754e-14,-20.0,-20.0,90.0,7.016709298534877e-15,1.0,0.0,60.0,17,45,1965,12,11,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,50.0,34.47,-101.17,34.57,-101.15,8.0,50.0,20.3,9.4,0.0,0.0,1.0,6.1,9.3,5.4,11.3,90.0,9.4,9.4,11.2,70.0,-20.0,-20.0,68.0,7.016709298534877e-15,1.0,1.0,20.0,16,45,1982,5,16,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,36.2,-101.0,0.0,0.0,0.1,10.0,11.5,7.0,21.8,0.0,1.0,4.7,8.0,13.9,18.0,45.0,9.8,9.4,11.2,7.016709298534877e-15,-20.0,-20.0,7.016709298534877e-15,44.99999999999999,1.0,0.0,60.0,14,30,1976,4,15,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.25,-101.15,32.25,-101.15,3.5,50.0,18.5,10.2,0.0,0.0,1.0,6.3,9.3,8.5,8.7,90.0,13.0,6.7,7.6,-30.00000000000003,-59.99999999999997,-49.99999999999999,68.0,7.016709298534877e-15,1.0,1.0,50.0,2,30,1994,5,11,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,98179.65297336066,33.33,-95.05,0.0,0.0,0.1,10.0,20.4,8.3,0.0,0.0,1.0,8.2,9.3,7.6,12.9,45.0,9.4,9.4,13.0,-30.00000000000003,9.999999999999996,7.016709298534877e-15,68.0,7.662255660766063,1.0,1.0,60.0,16,46,1995,4,19,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2.0,6.0,0.0,500000.0,32.98,-94.63,33.0,-94.7,4.5,67.0,38.3,22.8,0.0,0.0,1.0,4.7,9.3,7.6,12.1,225.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,23,55,1950,2,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50000.0,35.23,-101.23,0.0,0.0,0.3,50.0,19.3,11.4,0.0,0.0,1.0,4.7,13.4,10.7,7.2,90.0,8.9,9.4,11.2,7.016709298534877e-15,-20.0,-20.0,44.99999999999999,44.99999999999999,1.0,0.0,50.0,17,0,1971,10,17,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,33.57,-101.25,0.0,0.0,1.0,20.0,17.6,9.5,17.8,0.0,1.0,4.7,9.8,4.5,7.7,135.0,9.4,9.4,11.2,-20.0,-20.0,-20.0,-67.00000000000003,45.00000000000001,1.0,0.0,40.0,18,0,1977,5,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,70000.0,30.85,-96.97,30.85,-96.97,0.2,35.0,17.9,6.2,1.2,0.0,1.0,4.6,9.3,7.6,410.3,180.0,8.0,44.3,13.0,27.34672992136654,0.0,7.016709298534877e-15,68.0,-44.99999999999999,1.0,1.0,13.0,18,11,1996,9,20,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1.0,0.0,0.0,500000.0,30.08,-94.1,0.0,0.0,2.0,300.0,21.0,9.5,2.6,0.0,1.0,4.7,9.3,5.4,7.7,45.0,9.8,9.4,11.2,79.99999999999999,-20.0,-20.0,68.0,-44.99999999999999,1.0,0.0,60.0,16,45,1980,9,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,28.32,-97.03,0.0,0.0,0.2,10.0,18.1,14.6,7.0,0.0,1.0,4.8,9.3,5.8,7.2,270.0,7.2,9.4,11.2,39.99999999999999,-20.0,-20.0,68.0,44.99999999999999,1.0,1.0,90.0,10,40,1991,6,20,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.0,0.0,0.0,40000.0,33.17,-94.5,33.12,-94.15,22.0,25.0,21.2,17.2,4.8,0.0,1.0,6.9,9.3,7.6,415.3,140.0,8.0,44.3,9.8,-45.11838004663592,0.0,-40.00000000000002,68.0,-35.34805370457263,1.0,1.0,100.0,14,26,1996,10,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2.0,0.0,0.0,1074179.2994791768,32.7,-97.78,0.0,0.0,0.1,10.0,15.6,3.9,0.0,0.0,1.0,4.7,9.3,7.6,12.3,113.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,19,0,1962,7,26,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2.0,1.0,0.0,50000.0,31.72,-95.63,0.0,0.0,2.0,50.0,18.0,14.0,39.4,0.0,1.0,4.7,9.3,13.0,14.9,45.0,8.0,9.4,11.2,70.0,-20.0,-20.0,7.016709298534877e-15,-90.0,1.0,0.0,20.0,8,0,1980,10,16,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1.0,0.0,0.0,50000.0,32.23,-98.33,0.0,0.0,0.1,10.0,18.6,5.0,0.0,0.0,1.0,4.7,9.3,8.0,11.3,90.0,8.0,9.4,11.2,79.99999999999999,-20.0,-20.0,7.016709298534877e-15,44.99999999999999,1.0,0.0,30.0,17,30,1980,4,24,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,50000.0,28.5062,-99.2723,28.499,-99.2625,0.78,30.0,23.0,10.6,0.0,0.0,1.0,4.3,7.0,7.6,33.0,27.0,8.0,10.7,14.8,40.000000000000014,-10.000000000000009,-69.99999999999997,68.0,-45.00000000000001,1.0,1.0,60.0,5,44,2015,5,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,98179.65297336066,32.44,-99.94,32.4401,-99.94,0.01,25.0,23.3,5.9,0.0,0.0,1.0,4.8,6.9,7.6,37.0,11.0,8.0,11.2,15.2,40.000000000000014,-1.4033418597069754e-14,-50.000000000000014,68.0,-45.00000000000001,1.0,1.0,60.0,15,52,2017,3,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,50000.0,32.15,-94.33,0.0,0.0,0.1,10.0,13.9,0.0,0.8,0.0,1.0,4.7,9.3,7.6,7.7,225.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,18,30,1956,7,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,5000.0,32.58,-97.32,0.0,0.0,0.1,13.0,21.9,8.9,1.5,0.0,1.0,4.7,3.6,4.0,7.2,45.0,10.3,9.4,11.2,-59.99999999999999,-20.0,-20.0,7.016709298534877e-15,-1.4033418597069754e-14,1.0,1.0,70.0,11,15,1968,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0.0,0.0,0.0,3000.0,33.68,-101.42,33.68,-101.4,1.0,50.0,20.0,8.0,0.0,0.0,1.0,5.6,9.3,7.6,9.4,190.0,8.0,21.0,22.8,40.000000000000014,30.0,50.0,68.0,-45.00000000000001,1.0,1.0,100.0,16,12,2002,5,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,497355.08714371553,34.3,-99.7,0.0,0.0,0.1,10.0,30.6,4.9,0.0,0.0,1.0,4.7,12.1,5.8,7.7,45.0,8.9,9.4,11.2,60.00000000000001,-20.0,-20.0,68.0,44.99999999999999,1.0,0.0,90.0,19,15,1972,3,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50000.0,33.08,-98.6,0.0,0.0,0.2,33.0,23.5,12.5,0.0,0.0,1.0,4.7,9.3,12.1,8.7,90.0,8.0,9.4,11.2,79.99999999999999,-20.0,-20.0,68.0,-1.4033418597069754e-14,1.0,1.0,30.0,19,30,1983,5,22,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,31.1,-97.86,31.07,-97.83,2.5,30.0,28.5,3.0,0.0,0.0,1.0,5.1,3.3,7.6,10.8,90.0,8.0,7.6,8.0,40.000000000000014,-70.00000000000003,50.0,68.0,-45.00000000000001,1.0,1.0,60.0,14,55,2007,3,30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,500000.0,31.88,-94.38,32.07,-94.27,14.5,200.0,25.5,13.2,0.0,0.0,1.0,4.7,17.9,6.7,10.3,180.0,11.2,9.4,11.2,60.00000000000001,-20.0,-20.0,-67.00000000000003,7.016709298534877e-15,1.0,1.0,90.0,14,10,1973,1,20,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,29.37,-100.83,29.37,-100.82,0.1,20.0,19.6,14.3,0.4,0.0,1.0,4.2,12.1,7.6,9.8,180.0,8.0,6.3,10.3,40.000000000000014,-69.99999999999997,-59.99999999999997,68.0,-45.00000000000001,1.0,1.0,100.0,18,9,2004,5,27,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,32.47,-100.1,0.0,0.0,0.1,10.0,17.5,6.0,0.0,0.0,1.0,4.7,15.2,8.5,9.8,90.0,8.9,9.4,11.2,30.0,-20.0,-20.0,7.016709298534877e-15,90.0,1.0,0.0,30.0,20,20,1975,6,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,35.0616,-100.9416,35.0618,-100.9479,0.36,25.0,17.6,5.5,25.6,0.0,1.0,3.2,7.9,7.6,50.0,29.0,8.0,11.6,15.7,40.000000000000014,39.99999999999999,50.0,68.0,-45.00000000000001,1.0,1.0,60.0,16,30,2016,5,22,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,34.97,-100.93,0.0,0.0,1.0,10.0,15.6,1.7,0.0,0.0,1.0,4.7,9.3,7.6,7.2,90.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,18,30,1955,6,16,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.0,3.0,0.0,100000.0,27.9043,-97.2797,27.9206,-97.2669,1.38,50.0,23.0,10.6,0.0,0.0,1.0,3.7,11.8,7.6,0.0,0.0,8.0,8.9,8.1,40.000000000000014,10.0,-40.00000000000002,68.0,-45.00000000000001,1.0,1.0,60.0,12,20,2015,5,15,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,500000.0,32.75,-94.55,0.0,0.0,2.0,10.0,22.3,8.1,0.0,0.0,1.0,4.7,9.3,7.6,12.9,90.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,15,0,1961,4,27,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,29.8,-95.92,0.0,0.0,0.1,10.0,19.8,12.2,0.0,0.0,1.0,4.7,8.0,12.1,15.4,45.0,8.0,9.4,11.2,7.016709298534877e-15,-20.0,-20.0,7.016709298534877e-15,44.99999999999999,1.0,0.0,30.0,10,30,1977,4,16,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,98179.65297336066,31.72,-101.21,31.7197,-101.206,0.22,40.0,16.7,9.9,3.6,0.0,1.0,1.6,20.3,7.6,7.2,90.0,8.0,13.0,20.6,40.000000000000014,-90.0,-90.0,68.0,-45.00000000000001,1.0,1.0,60.0,17,47,2014,5,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,50000.0,32.62,-99.83,0.0,0.0,0.1,10.0,16.4,8.2,0.0,0.0,1.0,6.1,9.3,3.6,10.8,90.0,5.4,6.3,8.0,7.016709298534877e-15,50.0,50.0,68.0,-20.704811054635424,1.0,1.0,10.0,18,0,1995,7,2,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,10000.0,33.6,-97.6,33.6,-97.6,0.5,30.0,16.0,10.4,29.2,0.0,1.0,3.2,9.3,7.6,10.3,200.0,8.0,11.6,13.0,40.000000000000014,79.99999999999999,79.99999999999999,68.0,-45.00000000000001,1.0,1.0,13.0,18,24,1997,5,25,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,60000.0,30.67,-96.38,30.67,-96.37,1.0,50.0,16.0,5.0,0.4,0.0,1.0,3.8,9.3,7.6,10.3,120.0,8.0,16.1,17.9,40.000000000000014,-80.00000000000003,-80.00000000000003,68.0,-45.00000000000001,1.0,1.0,88.0,23,50,2001,10,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,30.6,-104.48,0.0,0.0,0.5,440.0,20.4,7.7,0.0,0.0,1.0,4.7,9.3,7.6,13.9,360.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,16,15,1961,5,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,40000.0,30.6953,-94.0208,30.6991,-94.0158,0.4,25.0,28.4,9.4,0.0,0.0,1.0,0.4,11.0,7.6,13.0,225.0,8.0,9.4,9.8,40.000000000000014,-59.99999999999997,10.0,68.0,-45.00000000000001,1.0,1.0,60.0,14,50,2013,12,21,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.9074,-98.9049,32.9274,-98.8939,1.52,12.0,24.2,10.8,2.2,0.0,1.0,2.9,14.4,7.6,5.4,280.0,8.0,16.1,21.5,40.000000000000014,-30.00000000000001,-69.99999999999997,68.0,-45.00000000000001,1.0,1.0,60.0,20,4,2020,3,18,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,50000.0,30.93,-93.85,30.88,-93.8,5.0,50.0,26.8,11.3,0.0,0.0,1.0,3.7,9.3,7.6,3.1,50.0,8.0,14.3,17.9,40.000000000000014,30.0,30.0,68.0,-45.00000000000001,1.0,1.0,63.0,17,52,1999,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,497355.08714371553,34.5,-101.8,0.0,0.0,0.1,10.0,25.0,7.3,0.0,0.0,1.0,4.7,9.3,7.6,14.9,360.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,21,0,1953,5,31,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,32.4,-97.23,0.0,0.0,0.1,10.0,22.9,8.2,0.0,0.0,1.0,5.9,9.3,8.5,8.2,90.0,11.2,9.4,11.2,-59.99999999999999,-10.000000000000009,-10.000000000000009,68.0,7.016709298534877e-15,1.0,1.0,80.0,0,23,1994,4,29,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.0,0.0,0.0,98179.65297336066,28.4035,-98.2557,28.4041,-98.2549,0.06,50.0,19.4,10.0,0.2,0.0,1.0,2.1,6.3,7.6,10.7,90.0,8.0,14.3,16.5,40.000000000000014,-59.99999999999997,-69.99999999999997,68.0,-45.00000000000001,1.0,1.0,60.0,15,10,2012,5,10,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,35.25,-100.6,0.0,0.0,0.1,10.0,9.0,5.8,20.0,0.0,1.0,7.1,9.3,6.3,11.8,45.0,7.6,8.0,10.3,90.0,-30.00000000000001,-30.00000000000001,68.0,-44.99999999999999,1.0,1.0,100.0,17,55,1995,6,8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,27.77,-97.67,0.0,0.0,0.5,10.0,25.9,9.3,0.3,0.0,1.0,4.7,8.9,6.7,17.5,135.0,10.3,9.4,11.2,-30.00000000000003,-20.0,-20.0,-45.00000000000001,90.0,1.0,0.0,60.0,17,30,1969,10,12,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,27.3794,-97.8829,27.3797,-97.8763,0.4,30.0,18.0,2.0,0.0,0.0,1.0,2.2,7.6,7.6,39.0,23.0,8.0,10.3,13.4,40.000000000000014,-50.000000000000014,-19.999999999999996,68.0,-45.00000000000001,1.0,1.0,60.0,17,53,2016,5,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,29.52,-99.53,29.52,-99.53,0.2,20.0,15.9,10.2,1.4,0.0,1.0,6.5,9.3,7.6,8.2,300.0,8.0,13.0,16.1,40.000000000000014,90.0,90.0,68.0,-45.00000000000001,1.0,1.0,100.0,18,0,1997,5,27,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,98179.65297336066,28.88,-99.83,0.0,0.0,0.1,10.0,20.0,4.5,9.2,0.0,1.0,4.7,5.8,6.3,8.7,135.0,8.9,9.4,11.2,30.0,-20.0,-20.0,90.0,90.0,1.0,1.0,70.0,16,45,1975,5,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,26.5524,-97.78,26.544,-97.7883,0.77,20.0,14.1,2.4,2.0,0.0,1.0,5.2,11.4,7.6,10.8,90.0,8.0,11.6,16.1,40.000000000000014,-79.99999999999999,-80.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,11,16,2010,6,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.0,0.0,0.0,60000.0,32.5405,-95.8429,32.5642,-95.8299,1.8,75.0,23.8,4.1,0.0,0.0,1.0,3.3,10.5,7.6,43.0,31.0,8.0,11.2,13.9,40.000000000000014,30.0,-80.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,16,10,2017,4,29,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,497355.08714371553,29.6,-97.97,0.0,0.0,0.1,10.0,25.5,13.2,0.0,0.0,1.0,4.7,17.9,6.7,10.3,180.0,11.2,9.4,11.2,79.99999999999999,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,90.0,19,30,1973,1,20,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,0.0,0.0,50.0,35.57,-101.2,0.0,0.0,0.1,10.0,14.5,5.2,23.8,0.0,1.0,5.9,9.3,8.0,11.3,90.0,8.0,9.4,11.2,90.0,-20.0,-20.0,68.0,-1.4033418597069754e-14,1.0,1.0,40.0,19,15,1982,6,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.015190648312040873,0.0,0.0,98179.65297336066,28.16,-97.35,28.16,-97.35,0.1,25.0,18.3,3.6,0.0,0.0,1.0,2.4,7.6,7.6,6.7,90.0,8.0,9.8,13.4,40.000000000000014,-50.000000000000014,39.99999999999999,68.0,-45.00000000000001,1.0,1.0,60.0,11,48,2020,7,25,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.1676666666666664,0.0,0.0,1074179.2994791768,34.6813,-101.6405,34.7134,-101.5547,5.35,150.0,22.1,4.1,0.0,0.0,1.0,5.0,8.4,7.6,13.0,135.0,8.0,7.6,15.2,40.000000000000014,59.99999999999999,39.99999999999999,68.0,-45.00000000000001,1.0,1.0,60.0,16,56,2019,5,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,30.1,-95.62,30.1,-95.62,0.1,20.0,18.8,12.0,0.0,0.0,1.0,5.0,9.3,7.6,4.5,320.0,8.0,6.7,11.2,40.000000000000014,20.0,20.0,68.0,-45.00000000000001,1.0,1.0,100.0,16,54,2002,10,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,35.65,-101.97,0.0,0.0,0.1,10.0,17.0,10.5,0.0,0.0,1.0,4.2,9.3,4.5,8.2,90.0,4.0,9.4,11.2,30.0,-20.0,-20.0,68.0,45.00000000000001,1.0,1.0,80.0,17,18,1992,6,27,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,31.1,-102.42,0.0,0.0,0.1,10.0,15.2,3.5,19.6,0.0,1.0,4.7,10.7,12.5,20.6,225.0,7.2,9.4,11.2,30.0,-20.0,-20.0,-1.4033418597069754e-14,-44.99999999999999,1.0,0.0,100.0,11,41,1968,10,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2.0,0.0,0.0,50000.0,27.28,-99.47,0.0,0.0,2.5,880.0,20.5,9.8,0.0,0.0,1.0,4.7,9.3,7.6,19.0,338.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,12,0,1961,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,100000.0,30.78,-93.73,30.82,-93.72,3.0,300.0,32.4,20.1,0.0,0.0,1.0,4.1,3.6,7.6,8.9,240.0,8.0,4.0,5.8,40.000000000000014,30.0,30.0,68.0,-45.00000000000001,1.0,1.0,100.0,17,12,2004,11,23,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0.0,0.0,0.0,20000.0,29.53,-95.42,29.53,-95.42,1.5,50.0,28.9,12.1,0.0,0.0,1.0,3.8,11.6,7.6,4.5,80.0,8.0,13.9,17.0,40.000000000000014,-69.99999999999997,-69.99999999999997,68.0,-45.00000000000001,1.0,1.0,0.0,16,5,2003,10,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0.0,0.0,0.0,50.0,35.85,-101.97,0.0,0.0,0.3,10.0,21.1,11.6,5.8,0.0,1.0,4.7,9.3,8.0,8.2,90.0,5.4,9.4,11.2,70.0,-20.0,-20.0,68.0,-45.00000000000001,1.0,0.0,20.0,17,0,1981,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,0.0,0.0,497355.08714371553,33.65,-98.27,0.0,0.0,2.0,50.0,17.5,13.5,12.2,0.0,1.0,6.7,9.3,11.6,9.3,360.0,5.4,9.4,11.2,50.0,-20.0,-20.0,68.0,-1.4033418597069754e-14,1.0,1.0,70.0,16,35,1990,5,27,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.0,0.0,0.0,50000.0,27.67,-97.25,0.0,0.0,1.0,50.0,13.8,1.8,0.0,0.0,1.0,4.7,9.3,7.6,8.7,23.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,15,0,1961,6,18,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3.0,13.0,0.0,5000000.0,36.18,-100.88,36.23,-100.83,4.5,200.0,18.1,10.9,0.5,0.0,1.0,4.7,9.3,7.6,9.8,180.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,17,30,1962,5,27,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,98179.65297336066,32.4361,-95.6149,32.4513,-95.5744,2.59,50.0,20.0,9.9,2.0,0.0,1.0,6.1,13.1,7.6,0.0,0.0,8.0,17.4,11.6,40.000000000000014,-69.99999999999997,-80.00000000000003,68.0,-45.00000000000001,1.0,1.0,60.0,17,28,2016,4,29,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.0,4.0,0.0,500000.0,29.37,-100.87,0.0,0.0,1.5,50.0,17.8,5.8,0.6,0.0,1.0,14.2,9.3,1.3,8.2,45.0,8.9,4.9,5.8,59.99999999999999,-49.99999999999999,-39.99999999999999,68.0,-1.4033418597069754e-14,1.0,1.0,90.0,19,37,1993,10,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.0,32.0,3.0,500000.0,34.35,-102.3,34.4,-102.23,5.2,100.0,16.7,2.8,0.0,0.0,1.0,4.7,9.3,7.6,8.2,68.0,8.0,9.4,11.2,70.0,-20.0,-20.0,23.0,7.016709298534877e-15,1.0,1.0,60.0,20,0,1960,4,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
